Query,Author,Title,Poem,Link,,,,
ee cummings,E. E. Cummings,[little tree],"['little tree', 'little silent Christmas tree', 'you are so little', 'you are more like a flower', 'who found you in the green forest', 'and were you very sorry to come away?', 'see i will comfort you', 'because you smell so sweetly', 'i will kiss your cool bark', 'and hug you safe and tight', 'just as your mother would,', ""only don't be afraid"", 'look the spangles', 'that sleep all the year in a dark box', 'dreaming of being taken out and allowed to shine,', 'the balls the chains red and gold the fluffy threads,', 'put up your little arms', ""and i'll give them all to you to hold"", 'every finger shall have its ring', ""and there won't be a single place dark or unhappy"", ""then when you're quite dressed"", ""you'll stand in the window for everyone to see"", ""and how they'll stare!"", ""oh but you'll be very proud"", 'and my little sister and i will take hands', 'and looking up at our beautiful tree', ""we'll dance and sing"", '""Noel Noel""']",/poems/47304/little-tree,,,,
ee cummings,E. E. Cummings,[in Just-],"['in Just-', 'spring when the world is mud-', 'luscious the little', 'lame balloonman', 'whistles far and wee', 'and eddieandbill come', 'running from marbles and', ""piracies and it's"", 'spring', 'when the world is puddle-wonderful', 'the queer', 'old balloonman whistles', 'far and wee', 'and bettyandisbel come dancing', 'from hop-scotch and jump-rope and', ""it's"", 'spring', 'and', 'the', 'goat-footed', 'balloonMan whistles', 'far', 'and', 'wee']",/poems/47247/in-just,,,,
ee cummings,E. E. Cummings,the Cambridge ladies who live in furnished souls,"['the Cambridge ladies who live in furnished souls', 'are unbeautiful and have comfortable minds', ""(also, with the church's protestant blessings"", 'daughters,unscented shapeless spirited)', 'they believe in Christ and Longfellow, both dead,', 'are invariably interested in so many things—', 'at the present writing one still finds', 'delighted fingers knitting for the is it Poles?', 'perhaps. While permanent faces coyly bandy', 'scandal of Mrs. N and Professor D', '.... the Cambridge ladies do not care, above', 'Cambridge if sometimes in its box of', 'sky lavender and cornerless, the', 'moon rattles like a fragment of angry candy']",/poems/47245/the-cambridge-ladies-who-live-in-furnished-souls,,,,
ee cummings,E. E. Cummings,[Buffalo Bill 's],"['Buffalo Bill ’s', 'defunct', 'who used to', 'ride a watersmooth-silver', 'stallion', 'and break onetwothreefourfive pigeonsjustlikethat', 'Jesus', 'he was a handsome man', 'and what i want to know is', 'how do you like your blue-eyed boy', 'Mister Death']",/poems/47244/buffalo-bill-s,,,,
ee cummings,E. E. Cummings,[anyone lived in a pretty how town],"['anyone lived in a pretty how town', '(with up so floating many bells down)', 'spring summer autumn winter', 'he sang his didn’t he danced his did.', 'Women and men(both little and small)', 'cared for anyone not at all', 'they sowed their isn’t they reaped their same', 'sun moon stars rain', 'children guessed(but only a few', 'and down they forgot as up they grew', 'autumn winter spring summer)', 'that noone loved him more by more', 'when by now and tree by leaf', 'she laughed his joy she cried his grief', 'bird by snow and stir by still', 'anyone’s any was all to her', 'someones married their everyones', 'laughed their cryings and did their dance', '(sleep wake hope and then)they', 'said their nevers they slept their dream', 'stars rain sun moon', '(and only the snow can begin to explain', 'how children are apt to forget to remember', 'with up so floating many bells down)', 'one day anyone died i guess', '(and noone stooped to kiss his face)', 'busy folk buried them side by side', 'little by little and was by was', 'all by all and deep by deep', 'and more by more they dream their sleep', 'noone and anyone earth by april', 'wish by spirit and if by yes.', 'Women and men(both dong and ding)', 'summer autumn winter spring', 'reaped their sowing and went their came', 'sun moon stars rain']",/poems/22653/anyone-lived-in-a-pretty-how-town,,,,
ee cummings,E. E. Cummings,[love is more thicker than forget],"['love is more thicker than forget', 'more thinner than recall', 'more seldom than a wave is wet', 'more frequent than to fail', 'it is most mad and moonly', 'and less it shall unbe', 'than all the sea which only', 'is deeper than the sea', 'love is less always than to win', 'less never than alive', 'less bigger than the least begin', 'less littler than forgive', 'it is most sane and sunly', 'and more it cannot die', 'than all the sky which only', 'is higher than the sky']",/poems/22224/love-is-more-thicker-than-forget,,,,
ee cummings,E. E. Cummings,"[somewhere i have never travelled,gladly beyond]","['somewhere i have never travelled,gladly beyond', 'any experience,your eyes have their silence:', 'in your most frail gesture are things which enclose me,', 'or which i cannot touch because they are too near', 'your slightest look easily will unclose me', 'though i have closed myself as fingers,', 'you open always petal by petal myself as Spring opens', '(touching skilfully,mysteriously)her first rose', 'or if your wish be to close me,i and', 'my life will shut very beautifully,suddenly,', 'as when the heart of this flower imagines', 'the snow carefully everywhere descending;', 'nothing which we are to perceive in this world equals', 'the power of your intense fragility:whose texture', 'compels me with the colour of its countries,', 'rendering death and forever with each breathing', '(i do not know what it is about you that closes', 'and opens;only something in me understands', 'the voice of your eyes is deeper than all roses)', 'nobody,not even the rain,has such small hands']",/poems/153877/somewhere-i-have-never-travelledgladly-beyond,,,,
ee cummings,E. E. Cummings,[what if a much of a which of a wind],"['what if a much of a which of a wind', ""gives truth to the summer's lie;"", 'bloodies with dizzying leaves the sun', 'and yanks immortal stars awry?', 'Blow king to beggar and queen to seem', '(blow friend to fiend:blow space to time)', '—when skies are hanged and oceans drowned,', 'the single secret will still be man', 'what if a keen of a lean wind flays', 'screaming hills with sleet and snow:', 'strangles valleys by ropes of thing', 'and stifles forests in white ago?', 'Blow hope to terror;blow seeing to blind', '(blow pity to envy and soul to mind)', '—whose hearts are mountains, roots are trees,', ""it's they shall cry hello to the spring"", 'what if a dawn of a doom of a dream', 'bites this universe in two,', 'peels forever out of his grave', 'and sprinkles nowhere with me and you?', 'Blow soon to never and never to twice', ""(blow life to isn't: blow death to was)"", ""—all nothing's only our hugest home;"", 'the most who die,the more we live']",/poems/153876/what-if-a-much-of-a-which-of-a-wind,,,,
ee cummings,E. E. Cummings,[O sweet spontaneous],"['O sweet spontaneous', 'earth how often have', 'the', 'doting', 'fingers of', 'prurient philosophers pinched', 'and', 'poked', 'thee', ',has the naughty thumb', 'of science prodded', 'thy', 'beauty how', 'often have religions taken', 'thee upon their scraggy knees', 'squeezing and', 'buffeting thee that thou mightest conceive', 'gods', '(but', 'true', 'to the incomparable', 'couch of death thy', 'rhythmic', 'lover', 'thou answerest', 'them only with', 'spring)']",/poems/148505/o-sweet-spontaneous-5bf31932ce110,,,,
ee cummings,E. E. Cummings,[the bigness of cannon],"['the bigness of cannon', 'is skilful,', 'but i have seen', 'death’s clever enormous voice', 'which hides in a fragility', 'of poppies. . . .', 'i say that sometimes', 'on these long talkative animals', 'are laid fists of huger silence.', 'I have seen all the silence', 'filled with vivid noiseless boys', 'at Roupy', 'i have seen', 'between barrages,', 'the night utter ripe unspeaking girls.']",/poems/148504/the-bigness-of-cannon,,,,
ee cummings,E. E. Cummings,[All in green went my love riding],"['All in green went my love riding', 'on a great horse of gold', 'into the silver dawn.', 'four lean hounds crouched low and smiling', 'the merry deer ran before.', 'Fleeter be they than dappled dreams', 'the swift sweet deer', 'the red rare deer.', 'Four red roebuck at a white water', 'the cruel bugle sang before.', 'Horn at hip went my love riding', 'riding the echo down', 'into the silver dawn.', 'four lean hounds crouched low and smiling', 'the level meadows ran before.', 'Softer be they than slippered sleep', 'the lean lithe deer', 'the fleet flown deer.', 'Four fleet does at a gold valley', 'the famished arrow sang before.', 'Bow at belt went my love riding', 'riding the mountain down', 'into the silver dawn.', 'four lean hounds crouched low and smiling', 'the sheer peaks ran before.', 'Paler be they than daunting death', 'the sleek slim deer', 'the tall tense deer.', 'Four tall stags at a green mountain', 'the lucky hunter sang before.', 'All in green went my love riding', 'on a great horse of gold', 'into the silver dawn.', 'four lean hounds crouched low and smiling', 'my heart fell dead before.']",/poems/148503/all-in-green-went-my-love-riding,,,,
